date;country;value
1967;Peru;2069.1455
1968;Peru;2064.0906
1969;Peru;2059.0479
1970;Peru;2054.0173
1971;Peru;2048.9993
1972;Peru;2043.9935
1973;Peru;2039
1974;Peru;2032.4211
1975;Peru;2025.8635
1976;Peru;2019.327
1977;Peru;2012.8116
1978;Peru;2006.3173
1979;Peru;1999.8439
1980;Peru;1993.3912
1981;Peru;1986.9596
1982;Peru;1980.5486
1983;Peru;1974.1583
1984;Peru;1967.7887
1985;Peru;1961.4396
1986;Peru;1955.111
1987;Peru;1948.8027
1988;Peru;1942.5149
1989;Peru;1936.2473
1990;Peru;1930
1991;Peru;1928.9998
1992;Peru;1928
1993;Peru;1927.6665
1994;Peru;1927.3331
1995;Peru;1926.9998
1996;Peru;1926.6664
1997;Peru;1926.3331
1998;Peru;1926
1999;Peru;1890.957
2000;Peru;2005.0114
2001;Peru;1982.5784
2002;Peru;2003.0768
2003;Peru;1985.3206
2004;Peru;1974.6361
2005;Peru;1956.4169
2006;Peru;1968.9254
2007;Peru;1989.0568
2008;Peru;1989.981
2009;Peru;1960.8812
2010;Peru;1926.2219
2011;Peru;1923.7831
2012;Peru;1923.4186
2013;Peru;1919.1624
2014;Peru;1904.4829
2015;Peru;1932.4581
2016;Peru;1932.4581
2017;Peru;1932.4581
1970;Philippines;2113.6689
1971;Philippines;2116.4604
1972;Philippines;2118.3684
1973;Philippines;2109.4307
1974;Philippines;2120.0684
1975;Philippines;2124.2627
1976;Philippines;2124.6768
1977;Philippines;2161.4109
1978;Philippines;2136.6262
1979;Philippines;2135.6489
1980;Philippines;2134.4941
1981;Philippines;2135.5039
1982;Philippines;2131.0586
1983;Philippines;2141.8547
1984;Philippines;2172.7959
1985;Philippines;2174.2009
1986;Philippines;2171.3867
1987;Philippines;2179.793
1988;Philippines;2188.2681
1989;Philippines;2197.3484
1990;Philippines;2191.7815
1991;Philippines;2176.1108
1992;Philippines;2175.9771
1993;Philippines;2135.9644
1994;Philippines;2149.8604
1995;Philippines;2129.8364
1996;Philippines;2094.2141
1997;Philippines;2098.4424
1998;Philippines;2091.7673
1999;Philippines;2081.3909
2000;Philippines;2086.844
2001;Philippines;2079.7271
2002;Philippines;2061.2661
2003;Philippines;2077.873
2004;Philippines;2084.7686
2005;Philippines;2103.6121
2006;Philippines;2077.9478
2007;Philippines;2093.1072
2008;Philippines;2113.2456
2009;Philippines;2117.425
2010;Philippines;2124.781
2011;Philippines;2126.8171
2012;Philippines;2132.0334
2013;Philippines;2141.512
2014;Philippines;2143.2434
2015;Philippines;2148.5645
2016;Philippines;2148.5645
2017;Philippines;2148.5645
1993;Poland;2070.8213
1994;Poland;2084.6243
1995;Poland;2081.9163
1996;Poland;2082.0403
1997;Poland;2081.8833
1998;Poland;2081.8135
1999;Poland;2079.9983
2000;Poland;2081.6973
2001;Poland;2083.6909
2002;Poland;2078.4751
2003;Poland;2084.1721
2004;Poland;2084.5327
2005;Poland;2079.0483
2006;Poland;2080.5796
2007;Poland;2077.6145
2008;Poland;2069.6001
2009;Poland;2054
2010;Poland;2048.8
2011;Poland;2043.6
2012;Poland;2038.4
2013;Poland;2034.7546
2014;Poland;2041.3219
2015;Poland;2049.009
2016;Poland;2050.3591
2017;Poland;2028.4952
1950;Portugal;2399.4299
1951;Portugal;2384.1846
1952;Portugal;2369.0359
1953;Portugal;2353.9834
1954;Portugal;2339.0269
1955;Portugal;2324.165
1956;Portugal;2309.3977
1957;Portugal;2294.7244
1958;Portugal;2280.1443
1959;Portugal;2265.6565
1960;Portugal;2251.261
1961;Portugal;2238.8623
1962;Portugal;2226.5317
1963;Portugal;2214.269
1964;Portugal;2202.074
1965;Portugal;2189.946
1966;Portugal;2177.885
1967;Portugal;2165.8904
1968;Portugal;2153.9617
1969;Portugal;2142.0986
1970;Portugal;2097.2881
1971;Portugal;2097.0461
1972;Portugal;2096.6499
1973;Portugal;2095.2966
1974;Portugal;2105.0916
1975;Portugal;2105.2266
1976;Portugal;2100.8796
1977;Portugal;2101.811
1978;Portugal;2087.2092
1979;Portugal;2072.2349
1980;Portugal;2053.4819
1981;Portugal;2036.1785
1982;Portugal;2016.1331
1983;Portugal;1998.1772
1984;Portugal;1981.213
1985;Portugal;1966.8304
1986;Portugal;1954.4536
1987;Portugal;1969.7723
1988;Portugal;1949.9332
1989;Portugal;1978.3394
1990;Portugal;1967.8943
1991;Portugal;1888.8375
1992;Portugal;1871.9889
1993;Portugal;1859.4235
1994;Portugal;1855.101
1995;Portugal;1893.4019
1996;Portugal;1894.422
1997;Portugal;1889.6281
1998;Portugal;1905.3082
1999;Portugal;1907.0874
2000;Portugal;1916.8097
2001;Portugal;1900.4532
2002;Portugal;1893.5931
2003;Portugal;1886.6373
2004;Portugal;1892.8103
2005;Portugal;1894.8535
2006;Portugal;1882.9833
2007;Portugal;1899.9846
2008;Portugal;1886.8917
2009;Portugal;1887.0959
2010;Portugal;1889.7576
2011;Portugal;1866.5815
2012;Portugal;1849.0493
2013;Portugal;1859.1348
2014;Portugal;1866.8982
2015;Portugal;1874.9194
2016;Portugal;1864.5854
2017;Portugal;1863.1744
1995;Romania;1822.6454
1996;Romania;1861.4635
1997;Romania;1860.5239
1998;Romania;1859.1493
1999;Romania;1850.0447
2000;Romania;1852.999
2001;Romania;1852.4805
2002;Romania;1867.1761
2003;Romania;1837.0599
2004;Romania;1845.963
2005;Romania;1852.9121
2006;Romania;1869.286
2007;Romania;1878.15
2008;Romania;1878.428
2009;Romania;1867.8512
2010;Romania;1860.6654
2011;Romania;1893.7997
2012;Romania;1811.5428
2013;Romania;1806.4569
2014;Romania;1792.5336
2015;Romania;1785.6711
2016;Romania;1792.7908
2017;Romania;1805.9998
1992;Russia;1933
1993;Russia;1939
1994;Russia;1895
1995;Russia;1891
1996;Russia;1894
1997;Russia;1951
1998;Russia;1946
1999;Russia;1964
2000;Russia;1982
2001;Russia;1980
2002;Russia;1982
2003;Russia;1993
2004;Russia;1993
2005;Russia;1989
2006;Russia;1998
2007;Russia;1999
2008;Russia;1997
2009;Russia;1974
2010;Russia;1976
2011;Russia;1979
2012;Russia;1982
2013;Russia;1980
2014;Russia;1985
2015;Russia;1978
2016;Russia;1974
2017;Russia;1974
1985;Saint Lucia;1959.8116
1986;Saint Lucia;1943.3939
1987;Saint Lucia;1924.8438
1988;Saint Lucia;1898.2477
1989;Saint Lucia;1880.4877
1990;Saint Lucia;1881.7997
1991;Saint Lucia;1897.3466
1992;Saint Lucia;1928.8988
1993;Saint Lucia;1995.7933
1994;Saint Lucia;1962.6689
1995;Saint Lucia;1986.1134
1996;Saint Lucia;1972.0729
1997;Saint Lucia;2011.2849
1998;Saint Lucia;1972.3011
1999;Saint Lucia;1997.7997
2000;Saint Lucia;1979.1416
2001;Saint Lucia;1981.8158
1960;Singapore;2296.9849
1961;Singapore;2291.8755
1962;Singapore;2286.7776
1963;Singapore;2281.6909
1964;Singapore;2276.6155
1965;Singapore;2271.5513
1966;Singapore;2266.4985
1967;Singapore;2261.457
1968;Singapore;2256.4265
1969;Singapore;2251.4075
1970;Singapore;2246.3994
1971;Singapore;2246.3452
1972;Singapore;2246.262
1973;Singapore;2246.1865
1974;Singapore;2246.1814
1975;Singapore;2225.8064
1976;Singapore;2250.8242
1977;Singapore;2198.7766
1978;Singapore;2198.0557
1979;Singapore;2174.7175
1980;Singapore;2182.9209
1981;Singapore;2208.874
1982;Singapore;2215.0676
1983;Singapore;2220.1228
1984;Singapore;2229.2292
1985;Singapore;2189.9102
1986;Singapore;2222.7244
1987;Singapore;2252.5029
1988;Singapore;2265.7773
1989;Singapore;2322.6218
1990;Singapore;2326.9338
1991;Singapore;2346.3354
1992;Singapore;2349.8481
1993;Singapore;2375.0393
1994;Singapore;2390.9065
1995;Singapore;2403.967
1996;Singapore;2424.0986
1997;Singapore;2437.7629
1998;Singapore;2425.8899
1999;Singapore;2446.3804
2000;Singapore;2463.3818
2001;Singapore;2443.5063
2002;Singapore;2435.3835
2003;Singapore;2440.1726
2004;Singapore;2407.2163
2005;Singapore;2407.3508
2006;Singapore;2399.0986
2007;Singapore;2378.3054
2008;Singapore;2370.7432
2009;Singapore;2335.3806
2010;Singapore;2373.0669
2011;Singapore;2330.0723
2012;Singapore;2337.4866
2013;Singapore;2328.0503
2014;Singapore;2290.3225
2015;Singapore;2263.1465
2016;Singapore;2252.5857
2017;Singapore;2237.7263
1990;Slovakia;1827.6455
1991;Slovakia;1827.7343
1992;Slovakia;1827.675
1993;Slovakia;1827.8033
1994;Slovakia;1827.4283
1995;Slovakia;1853.0483
1996;Slovakia;1819.6322
1997;Slovakia;1829.9979
1998;Slovakia;1821.8607
1999;Slovakia;1816.2406
2000;Slovakia;1815.6061
2001;Slovakia;1800.7356
2002;Slovakia;1754.074
2003;Slovakia;1697.5651
2004;Slovakia;1741.9944
2005;Slovakia;1769.4879
2006;Slovakia;1774.454
2007;Slovakia;1791.201
2008;Slovakia;1793.3569
2009;Slovakia;1780.3383
2010;Slovakia;1805.1501
2011;Slovakia;1793.0127
2012;Slovakia;1789.0425
2013;Slovakia;1771.6141
2014;Slovakia;1759.6132
2015;Slovakia;1754.0863
2016;Slovakia;1740.0107
2017;Slovakia;1745.2307
1995;Slovenia;1755.3971
1996;Slovenia;1727.4915
1997;Slovenia;1714.797
1998;Slovenia;1727.9677
1999;Slovenia;1729.6924
2000;Slovenia;1710.0972
2001;Slovenia;1695.8896
2002;Slovenia;1720.5181
2003;Slovenia;1723.8251
2004;Slovenia;1736.5703
2005;Slovenia;1696.6035
2006;Slovenia;1667.4508
2007;Slovenia;1654.9396
2008;Slovenia;1673.6466
2009;Slovenia;1678.7506
2010;Slovenia;1680.1403
2011;Slovenia;1663.1636
2012;Slovenia;1644.5905
2013;Slovenia;1662.4053
2014;Slovenia;1681.9049
2015;Slovenia;1687.8574
2016;Slovenia;1666.9202
2017;Slovenia;1655.089
2001;South Africa;2376.3381
2002;South Africa;2382.7659
2003;South Africa;2318.6794
2004;South Africa;2342.2734
2005;South Africa;2399.4282
2006;South Africa;2315.748
2007;South Africa;2322.1228
2008;South Africa;2284.2344
2009;South Africa;2249.3083
2010;South Africa;2235.7429
2011;South Africa;2254.5857
2012;South Africa;2224.1082
2013;South Africa;2211.9863
2014;South Africa;2209.0916
2015;South Africa;2209.0916
2016;South Africa;2209.0916
2017;South Africa;2209.0916
1953;South Korea;2304.5479
1954;South Korea;2325.1472
1955;South Korea;2345.9309
1956;South Korea;2366.9004
1957;South Korea;2388.0574
1958;South Korea;2409.4033
1959;South Korea;2430.9402
1960;South Korea;2452.6694
1961;South Korea;2474.593
1962;South Korea;2496.7126
1963;South Korea;2519.03
1964;South Korea;2439.4817
1965;South Korea;2545.5459
1966;South Korea;2529.6362
1967;South Korea;2561.4556
1968;South Korea;2609.1846
1969;South Korea;2667.52
1970;South Korea;2561.4556
1971;South Korea;2625.0942
1972;South Korea;2688.7329
1973;South Korea;2736.4619
1974;South Korea;2789.4941
1975;South Korea;2810.707
1976;South Korea;2895.5586
1977;South Korea;2863.7393
1978;South Korea;2895.5586
1979;South Korea;2879.6489
1980;South Korea;2863.7393
1981;South Korea;2879.7378
1982;South Korea;2892.7366
1983;South Korea;2910.7349
1984;South Korea;2906.7354
1985;South Korea;2881.7375
1986;South Korea;2910.7349
1987;South Korea;2879.7378
1988;South Korea;2833.7419
1989;South Korea;2730.7515
1990;South Korea;2676.7563
1991;South Korea;2660.7578
1992;South Korea;2638.7598
1993;South Korea;2655.6575
1994;South Korea;2640.1453
1995;South Korea;2647.2344
1996;South Korea;2636.5608
1997;South Korea;2580.8613
1998;South Korea;2485.8723
1999;South Korea;2492.0903
2000;South Korea;2509.2881
2001;South Korea;2495.9204
2002;South Korea;2454.8811
2003;South Korea;2423.6482
2004;South Korea;2391.532
2005;South Korea;2351.3191
2006;South Korea;2345.9138
2007;South Korea;2306.1985
2008;South Korea;2212.9114
2009;South Korea;2168.053
2010;South Korea;2157.0649
2011;South Korea;2127.1472
2012;South Korea;2103.2305
2013;South Korea;2094.2297
2014;South Korea;2069.3149
2015;South Korea;2076.2959
2016;South Korea;2063.3315
2017;South Korea;2063.3315
1870;Spain;2968
1880;Spain;2876
1890;Spain;2787
1900;Spain;2710
1913;Spain;2601
1929;Spain;2342
1938;Spain;2030
1950;Spain;2208.7041
1951;Spain;2204.5266
1952;Spain;2200.4651
1953;Spain;2196.5059
1954;Spain;2213.5598
1955;Spain;2195.4749
1956;Spain;2179.343
1957;Spain;2164.2705
1958;Spain;2149.6418
1959;Spain;2139.0928
1960;Spain;2129.8408
1961;Spain;2111.5886
1962;Spain;2094.3887
1963;Spain;2077.4646
1964;Spain;2031.7472
1965;Spain;2024.0238
1966;Spain;2025.4124
1967;Spain;2034.2599
1968;Spain;1996.5132
1969;Spain;1988.2668
1970;Spain;1996.2207
1971;Spain;1996.3376
1972;Spain;1992.1937
1973;Spain;1980.3586
1974;Spain;1986.5297
1975;Spain;1996.3567
1976;Spain;2006.4636
1977;Spain;2000.2756
1978;Spain;1973.4487
1979;Spain;1929.3617
1980;Spain;1917.9247
1981;Spain;1884.1837
1982;Spain;1862.4357
1983;Spain;1830.6687
1984;Spain;1786.1127
1985;Spain;1776.2207
1986;Spain;1768.2877
1987;Spain;1760.3707
1988;Spain;1756.3987
1989;Spain;1744.4807
1990;Spain;1746.4478
1991;Spain;1755.3497
1992;Spain;1747.4857
1993;Spain;1739.5718
1994;Spain;1738.5277
1995;Spain;1738.8168
1996;Spain;1740.2025
1997;Spain;1742.4939
1998;Spain;1750.9642
1999;Spain;1756.0535
2000;Spain;1752.7551
2001;Spain;1762.5
2002;Spain;1764.574
2003;Spain;1755.9388
2004;Spain;1741.507
2005;Spain;1725.6006
2006;Spain;1715.6556
2007;Spain;1703.4878
2008;Spain;1712.5524
2009;Spain;1719.6741
2010;Spain;1710.3958
2011;Spain;1715.5109
2012;Spain;1701.1927
2013;Spain;1693.5347
2014;Spain;1694.5872
2015;Spain;1699.4991
2016;Spain;1701.3669
2017;Spain;1686.4973
1970;Sri Lanka;1894.261
1971;Sri Lanka;1893.8901
1972;Sri Lanka;1893.8713
1973;Sri Lanka;1893.9866
1974;Sri Lanka;1894.1637
1975;Sri Lanka;1894.3438
1976;Sri Lanka;1894.2008
1977;Sri Lanka;1949.3335
1978;Sri Lanka;1953.4127
1979;Sri Lanka;1957.5671
1980;Sri Lanka;1961.8099
1981;Sri Lanka;1969.6782
1982;Sri Lanka;1972.9618
1983;Sri Lanka;1986.3512
1984;Sri Lanka;1966.2671
1985;Sri Lanka;1893.4132
1986;Sri Lanka;1956.422
1987;Sri Lanka;1962.3741
1988;Sri Lanka;1968.3154
1989;Sri Lanka;1974.3776
1990;Sri Lanka;1980.6451
1991;Sri Lanka;1997.9506
1992;Sri Lanka;2001.6265
1993;Sri Lanka;2017.4285
1994;Sri Lanka;1961.7678
1995;Sri Lanka;1943.4845
1996;Sri Lanka;1936.9487
1997;Sri Lanka;1894.8599
1998;Sri Lanka;1910.4878
1999;Sri Lanka;1932.7937
2000;Sri Lanka;2000.7396
2001;Sri Lanka;1975.6603
2002;Sri Lanka;1812.2015
2003;Sri Lanka;1733.8713
2004;Sri Lanka;1856.2976
2005;Sri Lanka;1887.6925
2006;Sri Lanka;1835.4296
2007;Sri Lanka;1861.298
2008;Sri Lanka;1823.991
2009;Sri Lanka;1810.6287
2010;Sri Lanka;1872.3361
2011;Sri Lanka;1993.5437
2012;Sri Lanka;2052.9392
2013;Sri Lanka;1896.4591
2014;Sri Lanka;1926.2461
2015;Sri Lanka;1923.9354
2016;Sri Lanka;1923.9354
2017;Sri Lanka;1923.9354
1870;Sweden;3436
1880;Sweden;3187
1890;Sweden;2937
1900;Sweden;2745
1913;Sweden;2745
1929;Sweden;2152
1938;Sweden;2131
1950;Sweden;1989.3108
1951;Sweden;1980.4301
1952;Sweden;1980.4301
1953;Sweden;1960.6948
1954;Sweden;1971.5492
1955;Sweden;1960.6948
1956;Sweden;1936.0258
1957;Sweden;1936.0258
1958;Sweden;1904.4493
1959;Sweden;1878.7936
1960;Sweden;1873.8597
1961;Sweden;1875.8333
1962;Sweden;1863.9922
1963;Sweden;1858.0715
1964;Sweden;1827.4819
1965;Sweden;1816.6276
1966;Sweden;1802.813
1967;Sweden;1772.2234
1968;Sweden;1729.7926
1969;Sweden;1707.097
1970;Sweden;1707.097
1971;Sweden;1675.2631
1972;Sweden;1635.7161
1973;Sweden;1620.2201
1974;Sweden;1601.4701
1975;Sweden;1577.8241
1976;Sweden;1590.8451
1977;Sweden;1560.8611
1978;Sweden;1523.1381
1979;Sweden;1513.863
1980;Sweden;1516.8071
1981;Sweden;1508.4111
1982;Sweden;1522.5421
1983;Sweden;1531.8391
1984;Sweden;1534.0171
1985;Sweden;1538.0541
1986;Sweden;1536.0721
1987;Sweden;1546.1901
1988;Sweden;1565.7601
1989;Sweden;1564.6121
1990;Sweden;1560.9371
1991;Sweden;1547.6721
1992;Sweden;1565.2802
1993;Sweden;1596.9991
1994;Sweden;1635.2219
1995;Sweden;1640.3448
1996;Sweden;1653.0409
1997;Sweden;1657.969
1998;Sweden;1656.319
1999;Sweden;1664.8116
2000;Sweden;1642.0825
2001;Sweden;1618.2073
2002;Sweden;1594.8739
2003;Sweden;1581.5632
2004;Sweden;1605.5105
2005;Sweden;1605.0636
2006;Sweden;1599.1272
2007;Sweden;1611.4955
2008;Sweden;1616.8645
2009;Sweden;1609.1475
2010;Sweden;1635.0068
2011;Sweden;1632.517
2012;Sweden;1618.3754
2013;Sweden;1608.7183
2014;Sweden;1609.4229
2015;Sweden;1610.072
2016;Sweden;1626.4591
2017;Sweden;1609.2896
1870;Switzerland;3195
1880;Switzerland;3083
1890;Switzerland;2925
1900;Switzerland;2834
1913;Switzerland;2704
1929;Switzerland;2281
1938;Switzerland;2085
1950;Switzerland;2039.9952
1951;Switzerland;2032.3508
1952;Switzerland;2024.7351
1953;Switzerland;2017.1479
1954;Switzerland;2009.5891
1955;Switzerland;2002.0587
1956;Switzerland;1994.5564
1957;Switzerland;1987.0823
1958;Switzerland;1979.6362
1959;Switzerland;1972.218
1960;Switzerland;1964.8275
1961;Switzerland;1967.6351
1962;Switzerland;1970.4468
1963;Switzerland;1973.2623
1964;Switzerland;1976.082
1965;Switzerland;1978.9056
1966;Switzerland;1981.7334
1967;Switzerland;1984.5652
1968;Switzerland;1987.401
1969;Switzerland;1990.2408
1970;Switzerland;1993.0847
1971;Switzerland;1982.7787
1972;Switzerland;1958.4653
1973;Switzerland;1931.6665
1974;Switzerland;1902.8224
1975;Switzerland;1894.04
1976;Switzerland;1890.9156
1977;Switzerland;1863.4858
1978;Switzerland;1849.0386
1979;Switzerland;1836.3763
1980;Switzerland;1821.8396
1981;Switzerland;1802.5231
1982;Switzerland;1791.4211
1983;Switzerland;1776.668
1984;Switzerland;1757.5706
1985;Switzerland;1751.3289
1986;Switzerland;1742.7521
1987;Switzerland;1741.4824
1988;Switzerland;1740.955
1989;Switzerland;1725.7891
1990;Switzerland;1716.2208
1991;Switzerland;1713.7753
1992;Switzerland;1723.1902
1993;Switzerland;1719.4904
1994;Switzerland;1741.3113
1995;Switzerland;1720.2662
1996;Switzerland;1696.8719
1997;Switzerland;1687.4536
1998;Switzerland;1695.5345
1999;Switzerland;1717.401
2000;Switzerland;1712.743
2001;Switzerland;1672.8507
2002;Switzerland;1651.2583
2003;Switzerland;1664.5405
2004;Switzerland;1694.9532
2005;Switzerland;1689.9702
2006;Switzerland;1679.2384
2007;Switzerland;1668.87
2008;Switzerland;1659.459
2009;Switzerland;1650.7788
2010;Switzerland;1624.3464
2011;Switzerland;1619.3169
2012;Switzerland;1603.2313
2013;Switzerland;1582.8923
2014;Switzerland;1575.3215
2015;Switzerland;1589.4751
2016;Switzerland;1589.6758
2017;Switzerland;1589.6758
1951;Taiwan;2374.0693
1952;Taiwan;2371.8262
1953;Taiwan;2369.585
1954;Taiwan;2367.3459
1955;Taiwan;2365.1091
1956;Taiwan;2362.8743
1957;Taiwan;2360.6416
1958;Taiwan;2358.4111
1959;Taiwan;2356.1829
1960;Taiwan;2353.9563
1961;Taiwan;2351.7322
1962;Taiwan;2349.51
1963;Taiwan;2347.29
1964;Taiwan;2345.072
1965;Taiwan;2342.8562
1966;Taiwan;2340.6426
1967;Taiwan;2338.4309
1968;Taiwan;2336.2214
1969;Taiwan;2334.0139
1970;Taiwan;2331.8086
1971;Taiwan;2330.8506
1972;Taiwan;2326.832
1973;Taiwan;2321.9348
1974;Taiwan;2324.6641
1975;Taiwan;2322.5195
1976;Taiwan;2317.8567
1977;Taiwan;2310.4609
1978;Taiwan;2303.0276
1979;Taiwan;2336.6174
1980;Taiwan;2313.9087
1981;Taiwan;2310.124
1982;Taiwan;2269.4377
1983;Taiwan;2254.772
1984;Taiwan;2254.2988
1985;Taiwan;2244.3638
1986;Taiwan;2242.9446
1987;Taiwan;2276.5342
1988;Taiwan;2250.5142
1989;Taiwan;2231.5903
1990;Taiwan;2230.644
1991;Taiwan;2217.8704
1992;Taiwan;2220.2358
1993;Taiwan;2240.5791
1994;Taiwan;2184.7539
1995;Taiwan;2224.4939
1996;Taiwan;2198.0005
1997;Taiwan;2141.229
1998;Taiwan;2192.3232
1999;Taiwan;2190.4309
2000;Taiwan;2180.4958
2001;Taiwan;2125.6169
2002;Taiwan;2111.8972
2003;Taiwan;2117.1011
2004;Taiwan;2135.552
2005;Taiwan;2127.5093
2006;Taiwan;2134.6057
2007;Taiwan;2129.8748
2008;Taiwan;2073.5764
2009;Taiwan;2054.1794
2010;Taiwan;2062.6953
2011;Taiwan;2052.7603
2012;Taiwan;2066.9531
2013;Taiwan;2062.2222
2014;Taiwan;2059.0552
2015;Taiwan;2057.2129
2016;Taiwan;1989.1476
2017;Taiwan;1990.3212
1970;Thailand;2455.3882
1971;Thailand;2455.3594
1972;Thailand;2352.2505
1973;Thailand;2471.6731
1974;Thailand;2489.0171
1975;Thailand;2461.7449
1976;Thailand;2457.4976
1977;Thailand;2453.686
1978;Thailand;2528.9993
1979;Thailand;2619.8672
1980;Thailand;2710.0938
1981;Thailand;2632.8503
1982;Thailand;2348.6577
1983;Thailand;2682.0732
1984;Thailand;2700.7273
1985;Thailand;2672.2749
1986;Thailand;2671.416
1987;Thailand;2625.6653
1988;Thailand;2648.564
1989;Thailand;2715.4182
1990;Thailand;2579.7546
1991;Thailand;2627.6155
1992;Thailand;2643.4509
1993;Thailand;2564.5964
1994;Thailand;2614.2803
1995;Thailand;2609.0884
1996;Thailand;2555.252
1997;Thailand;2485.231
1998;Thailand;2533.8186
1999;Thailand;2498.4678
2000;Thailand;2502.5249
2001;Thailand;2404.644
2002;Thailand;2393.9397
2003;Thailand;2383.6968
2004;Thailand;2389.0415
2005;Thailand;2337.9712
2006;Thailand;2325.6384
2007;Thailand;2329.801
2008;Thailand;2342.0806
2009;Thailand;2354.0847
2010;Thailand;2349.2905
2011;Thailand;2357.5569
2012;Thailand;2312.438
2013;Thailand;2273.4939
2014;Thailand;2247.321
2015;Thailand;2185.4456
2016;Thailand;2185.4456
2017;Thailand;2185.4456
1991;Trinidad and Tobago;1585.0601
1992;Trinidad and Tobago;1564.7506
1993;Trinidad and Tobago;1580.2424
1994;Trinidad and Tobago;1591.5376
1995;Trinidad and Tobago;1602.2916
1996;Trinidad and Tobago;1618.5393
1997;Trinidad and Tobago;1627.1366
1998;Trinidad and Tobago;1630.5153
1999;Trinidad and Tobago;1636.525
2000;Trinidad and Tobago;1663.8954
2001;Trinidad and Tobago;1668.0447
2002;Trinidad and Tobago;1634.8004
1970;Turkey;2086
1971;Turkey;2077
1972;Turkey;2069
1973;Turkey;2060
1974;Turkey;2044
1975;Turkey;2028
1976;Turkey;2012
1977;Turkey;1996
1978;Turkey;1980
1979;Turkey;1964
1980;Turkey;1957
1981;Turkey;1950
1982;Turkey;1943
1983;Turkey;1935
1984;Turkey;1871
1985;Turkey;1898
1986;Turkey;1883
1987;Turkey;1844
1988;Turkey;1837
1989;Turkey;1867
1990;Turkey;1866
1991;Turkey;1870
1992;Turkey;1897
1993;Turkey;1917
1994;Turkey;1886
1995;Turkey;1876
1996;Turkey;1892
1997;Turkey;1878
1998;Turkey;1884
1999;Turkey;1925
2000;Turkey;1937
2001;Turkey;1942
2002;Turkey;1943
2003;Turkey;1943
2004;Turkey;1918
2005;Turkey;1936
2006;Turkey;1944
2007;Turkey;1911
2008;Turkey;1900
2009;Turkey;1881
2010;Turkey;1877
2011;Turkey;1864
2012;Turkey;1855
2013;Turkey;1832
2014;Turkey;1832
2015;Turkey;1832
2016;Turkey;1832
2017;Turkey;1832
1870;United Kingdom;2755
1880;United Kingdom;2740
1890;United Kingdom;2669
1900;United Kingdom;2656
1913;United Kingdom;2656
1929;United Kingdom;2257
1938;United Kingdom;2200
1950;United Kingdom;2183.9436
1951;United Kingdom;2192.6638
1952;United Kingdom;2160.8586
1953;United Kingdom;2164.7798
1954;United Kingdom;2168.9309
1955;United Kingdom;2167.363
1956;United Kingdom;2153.7795
1957;United Kingdom;2132.2522
1958;United Kingdom;2102.4534
1959;United Kingdom;2112.238
1960;United Kingdom;2103.5837
1961;United Kingdom;2066.811
1962;United Kingdom;2029.0448
1963;United Kingdom;2020.5967
1964;United Kingdom;2020.8336
1965;United Kingdom;1997.568
1966;United Kingdom;1941.6097
1967;United Kingdom;1929.5275
1968;United Kingdom;1922.2015
1969;United Kingdom;1912.6047
1970;United Kingdom;1870.8944
1971;United Kingdom;1830.1425
1972;United Kingdom;1851.3665
1973;United Kingdom;1860.2523
1974;United Kingdom;1845.297
1975;United Kingdom;1814.0796
1976;United Kingdom;1807.0242
1977;United Kingdom;1816.9293
1978;United Kingdom;1818.0375
1979;United Kingdom;1815.493
1980;United Kingdom;1785.3964
1981;United Kingdom;1749.12
1982;United Kingdom;1745.4192
1983;United Kingdom;1739.5485
1984;United Kingdom;1745.7526
1985;United Kingdom;1748.0818
1986;United Kingdom;1742.7368
1987;United Kingdom;1747.5668
1988;United Kingdom;1754.7257
1989;United Kingdom;1758.5569
1990;United Kingdom;1745.9441
1991;United Kingdom;1720.5466
1992;United Kingdom;1714.3304
1993;United Kingdom;1710.316
1994;United Kingdom;1720.5905
1995;United Kingdom;1722.6252
1996;United Kingdom;1722.0925
1997;United Kingdom;1721.1954
1998;United Kingdom;1716.9994
1999;United Kingdom;1708.6104
2000;United Kingdom;1692.954
2001;United Kingdom;1695.9764
2002;United Kingdom;1678.5614
2003;United Kingdom;1669.3804
2004;United Kingdom;1666.7157
2005;United Kingdom;1669.7372
2006;United Kingdom;1663.9857
2007;United Kingdom;1665.8214
2008;United Kingdom;1660.4688
2009;United Kingdom;1638.3318
2010;United Kingdom;1643.2079
2011;United Kingdom;1641.3157
2012;United Kingdom;1655.1066
2013;United Kingdom;1665.8917
2014;United Kingdom;1672.2679
2015;United Kingdom;1669.0747
2016;United Kingdom;1668.3876
2017;United Kingdom;1670.2728
1870;United States;3096
1880;United States;3044
1890;United States;2983
1900;United States;2938
1913;United States;2900
1929;United States;2316
1938;United States;1756
1950;United States;1989.238
1951;United States;2030.5599
1952;United States;2026.7347
1953;United States;2020.25
1954;United States;1997.0837
1955;United States;2004.5018
1956;United States;1989.365
1957;United States;1961.5238
1958;United States;1927.5476
1959;United States;1952.8529
1960;United States;1934.2875
1961;United States;1919.7972
1962;United States;1939.2451
1963;United States;1927.4596
1964;United States;1933.1255
1965;United States;1952.99
1966;United States;1961.7112
1967;United States;1938.9489
1968;United States;1935.2845
1969;United States;1935.9679
1970;United States;1891.412
1971;United States;1875.6472
1972;United States;1873.3199
1973;United States;1871.6733
1974;United States;1843.8124
1975;United States;1812.4165
1976;United States;1808.4502
1977;United States;1808.5083
